id,Valid test,Lap Shear joint substrate aluminum thickness (m),Average thickness of the adhesive layer (m),Spacer shim thickness (m),Fillet,Mixing to Applied Pressure Time (s),Temperature at sample preparation (°C),Humidity at sample preparation (%),Actual experimental test temperature (°C),Test humidity (%),Extension shift (in),Max load (N),Max strength (Pa),Extension at Max Load (m),Area under the curve to max load - Riemann Sums (N.mm),Extension at complete failure (m),Total under the curve - Riemann Sums (N.mm),Adhesive underfilled,Adhesive fill quality,Mode-of-failure,Test frame,Load cell
170,1,0.00229,0.000749,0.000762,0,2100,23.1,49,25.6,42,-0.00748,4310,13400000,0.00119,2600,0.00119,2600,0,4,1,1,1
171,1,0.00229,0.000745,0.000762,0,2100,23.1,49,25.6,42,-0.00689,4800,14900000,0.00106,2660,0.00106,2670,0,4,1,1,1
172,1,0.00229,0.000776,0.000762,0,2100,23.1,49,25.6,42,-0.00846,4420,13700000,0.000998,2270,0.00101,2300,0,4,1,1,1
173,1,0.00229,0.000769,0.000762,0,2100,23.1,49,25.6,42,-0.00827,4770,14800000,0.000901,2210,0.000906,2220,0,4,1,1,1
174,1,0.00229,0.000762,0.000762,0,2100,23.1,49,25.6,42,-0.00591,4440,13800000,0.00107,2380,0.00107,2380,0,4,1,1,1
175,1,0.00229,0.000752,0.000762,0,2100,23.1,49,25.6,42,-0.00492,3160,9790000,0.000644,917,0.000646,920,0,4,1,1,1
176,1,0.00229,0.000739,0.000762,0,2100,23.1,49,25.5,43,-0.0065,5590,17300000,0.00118,3420,0.00119,3460,0,4,1,1,1
177,1,0.00229,0.000752,0.000762,0,2100,23.1,49,25.5,42,-0.0065,4980,15500000,0.00101,2590,0.00101,2620,0,4,1,1,1
178,1,0.00229,0.000727,0.000762,0,2100,23.1,49,25.5,42,-0.00591,3660,11300000,0.000989,1770,0.00105,1970,0,4,1,1,1
179,1,0.00229,0.000725,0.000762,0,2100,23.1,49,25.5,42,-0.00669,4060,12600000,0.000994,2050,0.000999,2060,0,4,1,1,1
180,1,0.00114,0.0011,0.001143,0,2100,23.1,49,24.8,48,-0.00276,2850,8840000,0.000967,1440,0.000993,1510,0,3,1,1,1
181,1,0.00114,0.00112,0.001143,0,2100,23.1,49,24.9,48,-0.00256,3160,9800000,0.000917,1440,0.000925,1450,0,3,1,1,1
182,1,0.00114,0.00112,0.001143,0,2100,23.1,49,24.9,48,-0.00256,3350,10400000,0.000987,1670,0.00102,1760,0,3,1,1,1
183,1,0.00114,0.00107,0.001143,0,2100,23.1,49,24.9,48,-0.00197,3210,9940000,0.000954,1580,0.000973,1630,0,4,1,1,1
184,1,0.00114,0.00107,0.001143,0,2100,23.1,49,24.9,48,-0.00354,2580,7980000,0.000858,1130,0.000884,1180,0,4,1,1,1
185,1,0.00114,0.00106,0.001143,0,2100,23.1,49,24.9,48,-0.00197,3180,9840000,0.000978,1530,0.000986,1540,0,3,1,1,1
186,1,0.00114,0.00106,0.001143,0,2100,23.1,49,24.9,48,-0.00157,2800,8690000,0.00078,1060,0.000786,1070,0,3,1,1,1
187,1,0.00114,0.0011,0.001143,0,2100,23.1,49,25,47,-0.00197,3210,9940000,0.000917,1470,0.00092,1480,0,1,1,1,1
188,1,0.00114,0.00111,0.001143,0,2100,23.1,49,25,47,-0.00197,2460,7630000,0.000702,824,0.000704,826,0,1,1,1,1
189,1,0.00114,0.00114,0.001143,0,2100,23.1,49,25,47,-0.00197,2390,7420000,0.000672,748,0.000684,770,0,1,1,1,1
190,1,0.00114,0.00121,0.001143,0,2100,23.1,49,25,47,0,2040,6330000,0.000532,512,0.000539,522,0,4,1,1,1
191,1,0.00114,0.00121,0.001143,0,2100,23.1,49,25,47,-0.000984,2690,8320000,0.000775,1080,0.000782,1090,0,4,1,1,1
192,1,0.00114,0.00122,0.001143,0,2100,23.1,49,25,47,-0.000591,2980,9230000,0.000902,1390,0.000915,1420,0,4,1,1,1
193,1,0.00114,0.00121,0.001143,0,2100,23.1,49,25,47,0,2310,7160000,0.000701,790,0.000708,799,0,4,1,1,1
194,1,0.00114,0.00121,0.001143,0,2100,23.1,49,25,47,-0.00295,2050,6360000,0.000514,497,0.000515,499,0,4,1,1,1
195,1,0.00114,0.00125,0.001143,0,2100,23.1,49,25,47,-0.00236,1360,4210000,0.000393,267,0.000409,284,0,0,1,1,1
196,1,0.00114,0.00122,0.001143,0,2100,23.1,49,25.1,47,-0.00236,1950,6050000,0.000548,511,0.00055,512,0,0,1,1,1
197,1,0.00114,0.00126,0.001143,0,2100,23.1,49,25.1,47,-0.00551,2650,8230000,0.000751,1020,0.000754,1030,0,2,1,1,1
198,1,0.00114,0.00125,0.001143,0,2100,23.1,49,25.1,47,-0.00295,2160,6710000,0.000645,682,0.000647,684,0,2,1,1,1
199,1,0.00114,0.00124,0.001143,0,2100,23.1,49,25.1,47,-0.00236,1820,5650000,0.000577,527,0.000586,539,0,3,1,1,1
200,1,0.00152,0.00113,0.001143,0,2100,23.1,49,25.1,47,-0.000591,4620,14300000,0.00133,3030,0.00134,3060,0,4,1,1,1
201,1,0.00152,0.00114,0.001143,0,2100,23.1,49,25.1,47,-0.000787,4170,12900000,0.00118,2530,0.0012,2610,0,4,1,1,1
202,1,0.00152,0.00113,0.001143,0,2100,23.1,49,25.1,47,-0.00157,3080,9540000,0.000821,1310,0.000844,1370,0,4,1,1,1
203,1,0.00152,0.00113,0.001143,0,2100,23.1,49,25.2,47,-0.000984,3740,11600000,0.00115,2130,0.00115,2130,0,4,1,1,1
204,1,0.00152,0.00114,0.001143,0,2100,23.1,49,24.1,47,0,2150,6680000,0.000785,905,0.000791,912,0,3,1,1,1
205,1,0.00152,0.00116,0.001143,0,2100,23.1,49,25.1,47,-0.00157,2190,6780000,0.000762,860,0.000767,864,0,4,1,1,1
206,1,0.00152,0.00115,0.001143,0,2100,23.1,49,25.1,47,-0.00354,2630,8150000,0.000852,1080,0.000858,1090,0,4,1,1,1
207,1,0.00152,0.00116,0.001143,0,2100,23.1,49,25.1,47,-0.00295,1910,5930000,0.000661,617,0.000718,705,0,4,1,1,1
208,1,0.00152,0.00114,0.001143,0,2100,23.1,49,25.1,47,-0.00394,4190,13000000,0.00132,2670,0.00134,2730,0,3,1,1,1
209,1,0.00152,0.00114,0.001143,0,2100,23.1,49,25.1,47,-0.00295,4290,13300000,0.00127,2640,0.00127,2650,0,3,1,1,1
210,1,0.00152,0.00112,0.001143,0,2100,23.1,49,25.1,47,-0.00217,2710,8400000,0.000876,1170,0.000943,1340,0,2,1,1,1
211,1,0.00152,0.00116,0.001143,0,2100,23.1,49,25.2,47,-0.00492,2130,6610000,0.000705,743,0.000712,753,0,2,1,1,1
212,1,0.00152,0.00118,0.001143,0,2100,23.1,49,25.1,47,-0.00315,3020,9370000,0.000928,1320,0.000944,1360,0,2,1,1,1
213,1,0.00152,0.00115,0.001143,0,2100,23.1,49,25.1,47,-0.00394,2670,8270000,0.001,1210,0.00101,1210,0,2,1,1,1
214,1,0.00152,0.00115,0.001143,0,2100,23.1,49,25.2,47,-0.00531,2520,7800000,0.000919,1110,0.000923,1110,0,2,1,1,1
215,1,0.00152,0.00107,0.001143,0,2100,23.1,49,25.2,47,-0.00118,2690,8350000,0.0008,1040,0.000803,1040,0,2,1,1,1
216,1,0.00152,0.00108,0.001143,0,2100,23.1,49,25.2,47,-0.00157,2730,8470000,0.000802,1070,0.000806,1070,0,2,1,1,1
217,1,0.00152,0.00105,0.001143,0,2100,23.1,49,25.1,47,-0.00689,3270,10100000,0.000856,1420,0.000859,1420,0,2,1,1,1
218,1,0.00152,0.00108,0.001143,0,2100,23.1,49,25.2,47,-0.000787,2850,8830000,0.000825,1130,0.000831,1140,0,4,1,1,1
219,1,0.00152,0.00106,0.001143,0,2100,23.1,49,25.2,47,-0.00394,3060,9480000,0.00116,1570,0.00116,1580,0,4,1,1,1
220,1,0.00229,0.00116,0.001143,0,2100,23.1,49,25.2,47,-0.00256,3210,9940000,0.000824,1350,0.00083,1360,0,2,1,1,1
221,1,0.00229,0.00118,0.001143,0,2100,23.1,49,25.2,47,-0.00197,4850,15000000,0.00118,2850,0.0012,2920,0,3,1,1,1
222,1,0.00229,0.00118,0.001143,0,2100,23.1,49,25.3,47,-0.00394,4550,14100000,0.00116,2650,0.00119,2740,0,3,1,1,1
223,1,0.00229,0.00118,0.001143,0,2100,23.1,49,25.3,47,-0.00394,4630,14300000,0.00108,2570,0.00108,2580,0,3,1,1,1
224,1,0.00229,0.00117,0.001143,0,2100,23.1,49,25.2,47,-0.00492,4150,12900000,0.000986,2120,0.000992,2130,0,3,1,1,1
225,1,0.00229,0.00106,0.001143,0,2100,23.1,49,25.3,47,-0.00394,2390,7410000,0.000617,734,0.00062,735,0,0,1,1,1
226,1,0.00229,0.00109,0.001143,0,2100,23.1,49,25.3,47,-0.00453,1210,3750000,0.000319,174,0.000323,176,0,0,1,1,1
227,1,0.00229,0.00115,0.001143,0,2100,23.1,49,25.3,47,-0.00433,1020,3170000,0.00029,128,0.000293,129,0,0,1,1,1
228,1,0.00229,0.00115,0.001143,0,2100,23.1,49,25.3,47,-0.00591,2790,8650000,0.000805,1200,0.000814,1220,0,3,1,1,1
229,1,0.00229,0.00115,0.001143,0,2100,23.1,49,25.3,47,-0.00433,2700,8370000,0.000899,1230,0.000927,1300,0,2,1,1,1
230,1,0.00229,0.00127,0.001143,0,2100,23.1,49,25.3,47,-0.00394,1370,4240000,0.00101,871,0.00128,1080,0,1,1,1,1
231,1,0.00229,0.00124,0.001143,0,2100,23.1,49,25.3,47,-0.00335,1620,5030000,0.000715,683,0.000997,895,0,1,1,1,1
232,1,0.00229,0.0012,0.001143,0,2100,23.1,49,25.2,47,-0.00315,1410,4370000,0.000595,450,0.00102,733,0,1,1,1,1
233,0,0.00229,0.00114,0.001143,0,2100,23.1,49,25.2,47,0,0.339,1050,9.69E-06,0.00167,1.37E-05,0.00196,0,1,1,1,1
234,1,0.00229,0.00124,0.001143,0,2100,23.1,49,25.2,47,-0.00433,1950,6040000,0.000593,614,0.00113,655,0,1,1,1,1
235,1,0.00229,0.00116,0.001143,0,2100,23.1,49,25.2,47,-0.00472,3710,11500000,0.00115,1880,0.00116,1890,0,3,1,1,1
236,1,0.00229,0.00119,0.001143,0,2100,23.1,49,25.2,47,-0.00492,2180,6750000,0.0007,775,0.000744,854,0,3,1,1,1
237,1,0.00229,0.00118,0.001143,0,2100,23.1,49,25.1,47,-0.00591,2080,6430000,0.000595,617,0.000655,720,0,2,1,1,1
238,1,0.00229,0.00119,0.001143,0,2100,23.1,49,25.2,47,-0.00492,3960,12300000,0.00126,2430,0.00127,2490,0,4,1,1,1
239,1,0.00229,0.00123,0.001143,0,2100,23.1,49,25.2,47,-0.00531,3110,9640000,0.000944,1420,0.000992,1550,0,4,1,1,1
240,1,0.00114,9.53E-05,0.000127,0,2400,23.6,57,25,42,-0.00886,8240,25500000,0.00249,11600,0.00253,11900,0,4,1,2,2
241,1,0.00114,0.000125,0.000127,0,2400,23.6,57,25,41,-0.00945,8350,25900000,0.00231,11200,0.00234,11500,0,4,1,2,2
242,1,0.00114,0.000116,0.000127,0,2400,23.6,57,25,42,-0.00945,8320,25800000,0.00241,11500,0.00245,11800,0,4,1,2,2
243,1,0.00114,0.000112,0.000127,0,2400,23.6,57,25,41,-0.00945,8380,26000000,0.00235,11500,0.00239,11800,0,4,1,2,2
244,1,0.00114,0.000119,0.000127,0,2400,23.6,57,25,41,-0.00945,8500,26300000,0.00242,12200,0.00246,12500,0,4,1,2,2
245,1,0.00114,9.80E-05,0.000127,0,2400,23.4,57,25,42,-0.00886,8190,25400000,0.00228,10700,0.0023,10900,0,4,1,2,2
246,1,0.00114,8.93E-05,0.000127,0,2400,23.4,57,25,41,-0.00984,8400,26000000,0.00242,11900,0.00244,12100,0,4,1,2,2
247,1,0.00114,0.000129,0.000127,0,2400,23.4,57,25,41,-0.00945,8460,26200000,0.00252,12200,0.00256,12500,0,4,1,2,2
248,1,0.00114,0.0001,0.000127,0,2400,23.4,57,25,40,-0.00945,8570,26600000,0.00264,13300,0.00267,13600,0,4,1,2,2
249,1,0.00114,7.00E-05,0.000127,0,2400,23.4,57,25,40,-0.00886,8650,26800000,0.00261,13300,0.00266,13600,0,4,1,2,2
250,1,0.00114,0.000183,0.000127,0,2400,23.4,57,25,40,-0.00945,8600,26600000,0.00284,14700,0.00287,14900,0,4,1,2,2
251,1,0.00114,0.000171,0.000127,0,2400,23.4,57,25,40,-0.00925,8660,26900000,0.00302,15200,0.00306,15500,0,4,1,2,2
252,1,0.00114,0.000163,0.000127,0,2400,23.4,57,25,41,-0.00906,8560,26500000,0.00277,14100,0.0028,14400,0,4,1,2,2
253,1,0.00114,0.000181,0.000127,0,2400,23.4,57,25,40,-0.00984,8660,26800000,0.00289,15000,0.00291,15100,0,4,1,2,2
254,1,0.00114,0.000192,0.000127,0,2400,23.4,57,25,40,-0.00925,8650,26800000,0.00286,14700,0.00288,14800,0,4,1,2,2
255,1,0.00114,0.000194,0.000127,0,2400,23.4,57,25,40,-0.00925,8500,26300000,0.00272,13700,0.00275,14000,0,4,1,2,2
256,1,0.00114,0.000181,0.000127,0,2400,23.4,57,25,41,-0.00984,8420,26100000,0.00256,12700,0.00259,13000,0,4,1,2,2
257,1,0.00114,0.000175,0.000127,0,2400,23.4,57,25,40,-0.00886,8510,26400000,0.00279,13700,0.00283,14000,0,4,1,2,2
258,1,0.00114,0.000171,0.000127,0,2400,23.4,57,25,40,-0.0104,8530,26400000,0.00292,14100,0.00295,14300,0,4,1,2,2
259,1,0.00114,0.000187,0.000127,0,2400,23.4,57,25,40,-0.00984,8520,26400000,0.00299,14100,0.00303,14400,0,4,1,2,2
260,1,0.00152,3.07E-05,0.000127,0,2400,23.5,58,25,40,-0.00984,10700,33200000,0.00259,12500,0.0026,12600,0,4,1,2,2
261,1,0.00152,7.33E-06,0.000127,0,2400,23.5,58,25,40,-0.00984,10800,33500000,0.00254,12900,0.00255,13000,0,4,1,2,2
262,1,0.00152,1.00E-05,0.000127,0,2400,23.5,58,25,40,-0.00984,10600,33000000,0.00247,12300,0.00249,12400,0,4,1,2,2
263,1,0.00152,4.13E-05,0.000127,0,2400,23.5,58,25,40,-0.00984,11200,34700000,0.0026,13700,0.00261,13800,0,4,1,2,2
264,1,0.00152,6.67E-06,0.000127,0,2400,23.5,58,25,40,-0.00925,10700,33300000,0.00248,12500,0.00252,12900,0,4,1,2,2
265,1,0.00152,7.53E-05,0.000127,0,2400,23.4,57,25,40,-0.0108,10100,31400000,0.00242,11100,0.00243,11200,0,4,1,2,2
266,1,0.00152,5.17E-05,0.000127,0,2400,23.4,57,25,40,-0.0104,10900,33600000,0.00238,12800,0.00239,12900,0,4,1,2,2
267,1,0.00152,3.60E-05,0.000127,0,2400,23.4,57,25,40,-0.00886,10500,32500000,0.00244,11800,0.00247,12100,0,4,1,2,2
268,1,0.00152,8.00E-06,0.000127,0,2400,23.4,57,25,40,-0.114,10800,33400000,0.00254,12700,0.00256,12900,0,4,1,2,2
269,1,0.00152,1.40E-05,0.000127,0,2400,23.4,57,25,40,-0.0108,10700,33100000,0.00247,12400,0.00249,12600,0,4,1,2,2
270,1,0.00152,1.97E-05,0.000127,0,2400,23.6,56,25,40,-0.00925,7970,24700000,0.00176,7080,0.00177,7140,0,4,1,2,2
271,1,0.00152,8.00E-06,0.000127,0,2400,23.6,56,25,40,-0.00984,8240,25500000,0.00182,7700,0.00184,7820,0,4,1,2,2
272,1,0.00152,7.67E-06,0.000127,0,2400,23.6,56,25,40,-0.00925,7620,23600000,0.00167,6370,0.00169,6500,0,4,1,2,2
273,1,0.00152,4.00E-06,0.000127,0,2400,23.6,56,25,40,-0.00984,7840,24300000,0.00177,6870,0.00178,6950,0,4,1,2,2
274,1,0.00152,4.03E-05,0.000127,0,2400,23.6,56,25,40,-0.0886,7910,24500000,0.00184,7130,0.00186,7200,0,4,1,2,2
275,1,0.00152,2.07E-05,0.000127,0,2400,23.6,56,25,39,-0.00984,7870,24400000,0.0018,7100,0.00182,7220,0,4,1,2,2
276,1,0.00152,2.57E-05,0.000127,0,2400,23.6,56,25,39,-0.00906,7920,24500000,0.00175,7090,0.00177,7260,0,4,1,2,2
277,1,0.00152,2.43E-05,0.000127,0,2400,23.6,56,25,39,-0.00984,8180,25400000,0.00195,7720,0.00197,7790,0,4,1,2,2
278,1,0.00152,2.43E-05,0.000127,0,2400,23.6,56,25,39,-0.00886,8140,25200000,0.00198,7930,0.002,8030,0,4,1,2,2
279,1,0.00152,7.97E-05,0.000127,0,2400,23.6,56,25,39,-0.00984,8150,25300000,0.00194,7820,0.00197,7990,0,4,1,2,2
280,1,0.00229,1.23E-05,0.000127,0,2400,23.6,56,25,39,-0.00984,11000,34000000,0.00213,11600,0.00215,11700,0,4,1,2,2
281,1,0.00229,8.00E-06,0.000127,0,2400,23.6,56,25,39,-0.00984,10700,33300000,0.00219,11500,0.00222,11700,0,4,1,2,2
282,1,0.00229,5.33E-06,0.000127,0,2400,23.6,56,25,39,-0.00886,10800,33600000,0.00211,11500,0.00212,11500,0,4,1,2,2
283,1,0.00229,2.50E-05,0.000127,0,2400,23.6,56,25,39,-0.00886,10700,33200000,0.00217,11400,0.00218,11500,0,4,1,2,2
284,1,0.00229,6.33E-06,0.000127,0,2400,23.6,56,25,39,-0.00925,10600,32800000,0.00209,11200,0.00211,11300,0,4,1,2,2
285,1,0.00229,0.000107,0.000127,0,2400,23.6,56,25,41,-0.00925,10900,33900000,0.00216,11600,0.00218,11800,0,4,1,2,2
286,1,0.00229,0.000158,0.000127,0,2400,23.6,56,25,41,-0.00906,10400,32300000,0.00201,10500,0.00203,10600,0,4,1,2,2
287,1,0.00229,0.000134,0.000127,0,2400,23.6,56,25,41,-0.00906,9480,29400000,0.00186,8900,0.00187,8980,0,4,1,2,2
288,1,0.00229,0.000138,0.000127,0,2400,23.6,56,25,41,-0.00906,11000,34000000,0.00212,11400,0.00217,11800,0,4,1,2,2
289,1,0.00229,9.67E-05,0.000127,0,2400,23.6,56,25,41,-0.00984,10700,33200000,0.00213,11300,0.00217,11600,0,4,1,2,2
290,1,0.00229,0.000126,0.000127,0,2400,23.6,56,25,41,-0.00886,8440,26200000,0.00187,8280,0.0019,8480,0,4,1,2,2
291,1,0.00229,0.000115,0.000127,0,2400,23.6,56,25,41,-0.00846,8870,27500000,0.00193,8990,0.00194,9070,0,4,1,2,2
292,1,0.00229,0.000124,0.000127,0,2400,23.6,56,25,41,-0.00787,8210,25500000,0.0018,7840,0.00182,8010,0,4,1,2,2
293,1,0.00229,0.000129,0.000127,0,2400,23.6,56,25,41,-0.00925,9020,28000000,0.00193,9090,0.00195,9240,0,4,1,2,2
294,1,0.00229,0.000129,0.000127,0,2400,23.6,56,25,41,-0.00787,8680,26900000,0.00185,8370,0.00188,8640,0,4,1,2,2
295,1,0.00229,6.70E-05,0.000127,0,2400,23.2,56,25,41,-0.00984,8010,24800000,0.00177,7450,0.00178,7510,0,4,1,2,2
296,1,0.00229,8.80E-05,0.000127,0,2400,23.2,56,25,41,-0.00886,8100,25100000,0.00174,7310,0.00176,7420,0,4,1,2,2
297,1,0.00229,4.50E-05,0.000127,0,2400,23.2,56,25,41,-0.00846,8330,25800000,0.00174,7560,0.00176,7630,0,4,1,2,2
298,1,0.00229,5.10E-05,0.000127,0,2400,23.2,56,25,41,-0.00886,8570,26600000,0.00176,8000,0.00177,8080,0,4,1,2,2
299,1,0.00229,7.93E-05,0.000127,0,2400,23.2,56,25,41,-0.00925,8920,27700000,0.00187,8760,0.00188,8820,0,4,1,2,2
300,0,0.00114,0.000447,0.000381,0,2400,24.2,57,25,52,0,0.467,1450,0.00205,-0.0882,0.00252,-0.0928,0,4,1,2,2
301,1,0.00114,0.00045,0.000381,0,2400,24.2,57,25,52,-0.00925,8070,25000000,0.00224,10700,0.00241,12100,0,4,1,2,2
302,1,0.00114,0.000436,0.000381,0,2400,24.2,57,25,52,-0.00886,8160,25300000,0.00268,12100,0.00287,13600,0,4,1,2,2
303,1,0.00114,0.000439,0.000381,0,2400,24.2,57,25,52,-0.00787,8260,25600000,0.00289,13300,0.0031,15000,0,4,1,2,2
304,1,0.00114,0.000452,0.000381,0,2400,24.2,57,25,51,-0.00984,7800,24200000,0.0027,10700,0.00278,11300,0,4,1,2,2
305,1,0.00114,0.000434,0.000381,0,2400,24.2,57,25,51,-0.00846,7680,23800000,0.00224,10100,0.00239,11200,0,4,1,2,2
306,1,0.00114,0.000431,0.000381,0,2400,24.2,57,25,52,-0.0108,7850,24300000,0.00236,10900,0.00253,12100,0,4,1,2,2
307,1,0.00114,0.00042,0.000381,0,2400,24.2,57,25,52,-0.0108,7950,24600000,0.00263,11500,0.0028,12800,0,4,1,2,2
308,1,0.00114,0.000426,0.000381,0,2400,24.2,57,25,52,-0.00925,7980,24700000,0.00245,10200,0.00272,12200,0,4,1,2,2
309,1,0.00114,0.000429,0.000381,0,2400,24.2,57,25.1,52,-0.0108,8010,24800000,0.00258,11100,0.00276,12500,0,4,1,2,2
310,1,0.00114,0.000412,0.000381,0,2400,24.2,57,25,51,-0.00984,8500,26300000,0.00318,16000,0.00324,16500,0,4,1,2,2
311,1,0.00114,0.000463,0.000381,0,2400,24.2,57,25,51,-0.00846,8120,25200000,0.00291,13600,0.00299,14300,0,4,1,2,2
312,1,0.00114,0.000483,0.000381,0,2400,24.2,57,24.8,50,-0.00846,8310,25800000,0.00296,14400,0.00305,15200,0,4,1,2,2
313,1,0.00114,0.000504,0.000381,0,2400,24.2,57,25,50,-0.00906,8220,25500000,0.00268,13300,0.0028,14200,0,4,1,2,2
314,1,0.00114,0.000518,0.000381,0,2400,24.2,57,25,50,-0.00787,8320,25800000,0.00302,15400,0.00314,16400,0,4,1,2,2
315,1,0.00114,0.000426,0.000381,0,2400,24.2,57,25,50,-0.00984,8000,24800000,0.00273,12200,0.00285,13100,0,4,1,2,2
316,1,0.00114,0.000445,0.000381,0,2400,24.2,57,25.1,48,-0.00984,8130,25200000,0.00308,13800,0.00316,14400,0,4,1,2,2
317,1,0.00114,0.000537,0.000381,0,2400,24.2,57,25,48,-0.00886,7720,23900000,0.0028,13700,0.00293,14600,0,4,1,2,2
318,1,0.00114,0.000516,0.000381,0,2400,24.2,57,25,49,-0.0108,7870,24400000,0.00292,12500,0.00302,13300,0,4,1,2,2
319,1,0.00114,0.000515,0.000381,0,2400,24.2,57,25.2,47,-0.00846,8100,25100000,0.00279,13100,0.00292,14200,0,4,1,2,2
320,1,0.00152,0.000354,0.000381,0,2400,24.2,57,25,48,-0.00984,10200,31600000,0.00275,13200,0.0029,14400,0,4,1,2,2
321,1,0.00152,0.00035,0.000381,0,2400,24.2,57,25,49,-0.00984,9380,29100000,0.00256,11400,0.00277,13000,0,4,1,2,2
322,1,0.00152,0.000354,0.000381,0,2400,24.2,57,25,49,-0.0108,10700,33200000,0.0027,14400,0.0028,15100,0,4,1,2,2
323,1,0.00152,0.000345,0.000381,0,2400,24.2,57,25,48,-0.00984,9890,30700000,0.00239,11900,0.00263,13900,0,4,1,2,2
324,1,0.00152,0.00034,0.000381,0,2400,24.2,57,24.9,49,-0.0108,8730,27100000,0.00254,11800,0.00258,12100,0,4,1,2,2
325,1,0.00152,0.000234,0.000381,0,2400,24.2,57,25,48,-0.00846,8820,27300000,0.0022,9560,0.00243,11400,0,4,1,2,2
326,1,0.00152,0.000532,0.000381,0,2400,24.2,57,25,48,-0.00886,9110,28200000,0.00203,9940,0.00223,11600,0,4,1,2,2
327,1,0.00152,0.000203,0.000381,0,2400,24.2,57,25,47,-0.00925,8320,25800000,0.00188,8400,0.00214,10500,0,4,1,2,2
328,1,0.00152,0.000183,0.000381,0,2400,24.2,57,25,47,-0.00984,8920,27600000,0.00232,10200,0.00252,11700,0,4,1,2,2
329,1,0.00152,0.000244,0.000381,0,2400,24.2,57,25.3,47,-0.00787,8120,25200000,0.00216,8390,0.00246,10700,0,4,1,2,2
330,1,0.00152,0.000454,0.000381,0,2400,24.1,54,25,46,-0.00886,7560,23400000,0.00187,8220,0.00205,9470,0,4,1,2,2
331,1,0.00152,0.000487,0.000381,0,2400,24.1,54,25,47,-0.00984,7580,23500000,0.00218,8230,0.00246,10200,0,4,1,2,2
332,1,0.00152,0.000448,0.000381,0,2400,24.1,54,25.2,47,-0.00886,7430,23000000,0.00197,7420,0.00225,9390,0,4,1,2,2
333,1,0.00152,0.000461,0.000381,0,2400,24.1,54,25.1,48,-0.00984,7520,23300000,0.00207,7780,0.00232,9580,0,4,1,2,2
334,1,0.00152,0.000459,0.000381,0,2400,24.1,54,25.2,49,0,7460,23100000,0.00243,7930,0.00249,8320,0,4,1,2,2
335,1,0.00152,0.000316,0.000381,0,2400,24.1,54,25.4,48,-0.0108,7670,23800000,0.00228,8140,0.00233,8480,0,4,1,2,2
336,1,0.00152,0.000247,0.000381,0,2400,24.1,54,25.4,48,-0.0108,6950,21600000,0.00195,6380,0.00196,6460,0,4,1,2,2
337,1,0.00152,0.000253,0.000381,0,2400,24.1,54,25.4,47,-0.00984,6630,20600000,0.00163,5630,0.00166,5820,0,4,1,2,2
338,1,0.00152,0.000302,0.000381,0,2400,24.1,54,25,48,-0.00925,5560,17200000,0.00131,3950,0.00144,4530,0,4,1,2,2
339,1,0.00152,0.000271,0.000381,0,2400,24.1,54,25,47,-0.00984,8440,26200000,0.0024,10600,0.00242,10800,0,4,1,2,2
340,1,0.00229,0.00029,0.000381,0,2400,24.1,54,25.5,47,-0.00787,10600,32900000,0.00236,11900,0.0024,12200,0,4,1,2,2
341,1,0.00229,0.00031,0.000381,0,2400,24.1,54,25.5,47,-0.00787,8620,26700000,0.0019,8520,0.00201,9330,0,4,1,2,2
342,1,0.00229,0.000294,0.000381,0,2400,24.1,54,25.6,47,-0.00984,9660,30000000,0.00262,11000,0.00274,11800,0,4,1,2,2
343,1,0.00229,0.000312,0.000381,0,2400,24.1,54,25.6,47,-0.00984,9520,29500000,0.00268,11100,0.0028,12100,0,4,1,2,2
344,1,0.00229,0.000295,0.000381,0,2400,24.1,54,24,47,-0.00925,10700,33100000,0.00273,12800,0.00278,13200,0,4,1,2,2
345,1,0.00229,0.000368,0.000381,0,2400,24.1,55,25.7,46,-0.00984,9740,30200000,0.0025,11000,0.0026,11700,0,4,1,2,2
346,1,0.00229,0.000343,0.000381,0,2400,24.1,55,25.8,46,-0.00984,9800,30400000,0.00253,10900,0.00259,11400,0,4,1,2,2
347,1,0.00229,0.000337,0.000381,0,2400,24.1,55,25.8,46,-0.00984,9450,29300000,0.00228,10200,0.00244,11300,0,4,1,2,2
348,1,0.00229,0.000337,0.000381,0,2400,24.1,55,25,45,-0.00984,9610,29800000,0.00211,10300,0.0022,11100,0,4,1,2,2
349,1,0.00229,0.000359,0.000381,0,2400,24.1,55,25,45,-0.00846,9870,30600000,0.00204,10500,0.00208,10700,0,4,1,2,2
350,1,0.00229,0.000367,0.000381,0,2400,24.1,54,25,45,-0.00984,7510,23300000,0.00142,5700,0.00146,6000,0,4,1,2,2
351,1,0.00229,0.000408,0.000381,0,2400,24.1,54,25,45,-0.00827,7610,23600000,0.00158,6370,0.00172,7360,0,4,1,2,2
352,1,0.00229,0.000377,0.000381,0,2400,24.1,54,25,45,-0.00886,7650,23700000,0.00187,8270,0.00193,8670,0,4,1,2,2
353,1,0.00229,0.000381,0.000381,0,2400,24.1,54,25,45,-0.00906,7890,24500000,0.00191,8680,0.00197,9130,0,4,1,2,2
354,1,0.00229,0.000367,0.000381,0,2400,24.1,54,25,45,-0.00906,8090,25100000,0.00172,7220,0.00195,9050,0,4,1,2,2
